cohort,event_id,energy_keV,sample_index,baseline_subtracted_adc,normalized_amplitude
Low energy,2407207,157.9752444466576,348,-6.076874,-0.015309951
Low energy,2407207,157.9752444466576,349,-7.076874,-0.01782933
Low energy,2407207,157.9752444466576,350,-5.076874,-0.012790572
Low energy,2407207,157.9752444466576,351,-3.0768738,-0.0077518127
Low energy,2407207,157.9752444466576,352,-2.0768738,-0.0052324333
Low energy,2407207,157.9752444466576,353,-1.0768738,-0.0027130537
Low energy,2407207,157.9752444466576,354,0.9231262,0.0023257053
Low energy,2407207,157.9752444466576,355,2.9231262,0.0073644645
Low energy,2407207,157.9752444466576,356,4.923126,0.012403224
Low energy,2407207,157.9752444466576,357,6.923126,0.017441982
Low energy,2407207,157.9752444466576,358,1.9231262,0.0048450846
Low energy,2407207,157.9752444466576,359,-4.076874,-0.0102711925
Low energy,2407207,157.9752444466576,360,-9.076874,-0.02286809
Low energy,2407207,157.9752444466576,361,-12.076874,-0.030426228
Low energy,2407207,157.9752444466576,362,-13.076874,-0.032945607
Low energy,2407207,157.9752444466576,363,-3.0768738,-0.0077518127
Low energy,2407207,157.9752444466576,364,7.923126,0.019961363
Low energy,2407207,157.9752444466576,365,13.923126,0.03507764
Low energy,2407207,157.9752444466576,366,17.923126,0.045155156
Low energy,2407207,157.9752444466576,367,14.923126,0.03759702
Low energy,2407207,157.9752444466576,368,-0.07687378,-0.00019367422
Low energy,2407207,157.9752444466576,369,-8.076874,-0.020348711
Low energy,2407207,157.9752444466576,370,-16.076874,-0.040503748
Low energy,2407207,157.9752444466576,371,-16.076874,-0.040503748
Low energy,2407207,157.9752444466576,372,-5.076874,-0.012790572
Low energy,2407207,157.9752444466576,373,3.9231262,0.009883844
Low energy,2407207,157.9752444466576,374,15.923126,0.0401164
Low energy,2407207,157.9752444466576,375,16.923126,0.042635776
Low energy,2407207,157.9752444466576,376,13.923126,0.03507764
Low energy,2407207,157.9752444466576,377,0.9231262,0.0023257053
Low energy,2407207,157.9752444466576,378,-10.076874,-0.02538747
Low energy,2407207,157.9752444466576,379,-12.076874,-0.030426228
Low energy,2407207,157.9752444466576,380,-14.076874,-0.035464987
Low energy,2407207,157.9752444466576,381,-10.076874,-0.02538747
Low energy,2407207,157.9752444466576,382,-0.07687378,-0.00019367422
Low energy,2407207,157.9752444466576,383,4.923126,0.012403224
Low energy,2407207,157.9752444466576,384,9.923126,0.025000121
Low energy,2407207,157.9752444466576,385,9.923126,0.025000121
Low energy,2407207,157.9752444466576,386,8.923126,0.022480741
Low energy,2407207,157.9752444466576,387,2.9231262,0.0073644645
Low energy,2407207,157.9752444466576,388,-2.0768738,-0.0052324333
Low energy,2407207,157.9752444466576,389,-6.076874,-0.015309951
Low energy,2407207,157.9752444466576,390,-9.076874,-0.02286809
Low energy,2407207,157.9752444466576,391,-12.076874,-0.030426228
Low energy,2407207,157.9752444466576,392,-5.076874,-0.012790572
Low energy,2407207,157.9752444466576,393,-2.0768738,-0.0052324333
Low energy,2407207,157.9752444466576,394,8.923126,0.022480741
Low energy,2407207,157.9752444466576,395,13.923126,0.03507764
Low energy,2407207,157.9752444466576,396,15.923126,0.0401164
Low energy,2407207,157.9752444466576,397,10.923126,0.0275195
Low energy,2407207,157.9752444466576,398,1.9231262,0.0048450846
Low energy,2407207,157.9752444466576,399,-9.076874,-0.02286809
Low energy,2407207,157.9752444466576,400,-17.076874,-0.043023128
Low energy,2407207,157.9752444466576,401,-17.076874,-0.043023128
Low energy,2407207,157.9752444466576,402,-10.076874,-0.02538747
Low energy,2407207,157.9752444466576,403,1.9231262,0.0048450846
Low energy,2407207,157.9752444466576,404,14.923126,0.03759702
Low energy,2407207,157.9752444466576,405,17.923126,0.045155156
Low energy,2407207,157.9752444466576,406,10.923126,0.0275195
Low energy,2407207,157.9752444466576,407,2.9231262,0.0073644645
Low energy,2407207,157.9752444466576,408,-5.076874,-0.012790572
Low energy,2407207,157.9752444466576,409,-13.076874,-0.032945607
Low energy,2407207,157.9752444466576,410,-14.076874,-0.035464987
Low energy,2407207,157.9752444466576,411,-6.076874,-0.015309951
Low energy,2407207,157.9752444466576,412,-0.07687378,-0.00019367422
Low energy,2407207,157.9752444466576,413,8.923126,0.022480741
Low energy,2407207,157.9752444466576,414,8.923126,0.022480741
Low energy,2407207,157.9752444466576,415,2.9231262,0.0073644645
Low energy,2407207,157.9752444466576,416,2.9231262,0.0073644645
Low energy,2407207,157.9752444466576,417,-4.076874,-0.0102711925
Low energy,2407207,157.9752444466576,418,-2.0768738,-0.0052324333
Low energy,2407207,157.9752444466576,419,-6.076874,-0.015309951
Low energy,2407207,157.9752444466576,420,-0.07687378,-0.00019367422
Low energy,2407207,157.9752444466576,421,0.9231262,0.0023257053
Low energy,2407207,157.9752444466576,422,-5.076874,-0.012790572
Low energy,2407207,157.9752444466576,423,-3.0768738,-0.0077518127
Low energy,2407207,157.9752444466576,424,-6.076874,-0.015309951
Low energy,2407207,157.9752444466576,425,-4.076874,-0.0102711925
Low energy,2407207,157.9752444466576,426,-0.07687378,-0.00019367422
Low energy,2407207,157.9752444466576,427,6.923126,0.017441982
Low energy,2407207,157.9752444466576,428,8.923126,0.022480741
Low energy,2407207,157.9752444466576,429,2.9231262,0.0073644645
Low energy,2407207,157.9752444466576,430,-0.07687378,-0.00019367422
