global_test_index,shard,row,event_id,detector,run_number,cohort,energy_keV,baseline_mean_adc,max_abs_amplitude_adc,baseline_rms_adc,normalized_baseline_rms
14141,0,14141,2409239,133,50928,Middle energy,315.94163927063346,57.2825,792.7175,4.30408127537126,0.005429527089520813
15893,0,15893,2410991,133,50928,High energy,1628.4396341620013,57.20875,4044.7913,2.4581532066783014,0.0006077330184637403
20055,0,20055,2415153,133,50928,Low energy,201.99509048834443,57.38,505.62,3.9668123222558864,0.007845442005054866
20184,0,20184,2415282,133,50928,Low energy,133.46426564268768,57.445,334.555,6.727330451226556,0.020108294813969873
20555,0,20555,2415653,133,50928,Middle energy,315.8644287381321,56.705,799.295,2.9356387720568335,0.0036727851537257917
21034,0,21034,2416132,133,50928,Middle energy,231.12421492300928,57.9,580.1,1.7146428199489037,0.0029557712143657255
21669,0,21669,2416767,133,50928,Middle energy,238.9176803305745,58.495,597.505,1.7999930555424764,0.00301251544975747
23845,0,23845,2418943,133,50928,Middle energy,227.74770128447562,57.985,573.015,2.105890547963111,0.003675105339790677
24674,0,24674,2419772,133,50928,Low energy,154.19180010724813,58.465,386.535,2.1210315886379494,0.00548729503845457
26839,0,26839,2421937,133,50928,High energy,2297.831074762158,37.45,5723.55,5.0869932180022195,0.0008887829036763671
27379,0,27379,2422477,133,50928,Middle energy,239.009851382114,58.080624,595.9194,4.348242236453356,0.007296695565342406
28023,0,28023,2423121,133,50928,Middle energy,414.6301323501393,57.865,1037.135,2.072866372924897,0.001998646609016356
29322,0,29322,2424420,133,50928,High energy,2130.2581320405006,57.775,5310.225,2.0843164347100296,0.0003925100005982696
31530,0,31530,2426628,133,50928,Middle energy,235.27638514060527,57.15,594.85,1.645448267191141,0.002766156723972556
33349,0,33349,2428447,133,50928,Middle energy,283.2883921228349,57.125,707.875,1.8355857375780624,0.002593093044733203
34713,0,34713,2429811,133,50928,Middle energy,248.0075568612665,57.348125,624.65186,1.6421749821122016,0.0026289443896381297
35077,0,35077,2430175,133,50928,Middle energy,238.59055527765304,56.815,594.185,4.026571121935124,0.006776628699984632
35113,0,35113,2430211,133,50928,Middle energy,236.61080507934093,57.783127,591.21686,1.7406324057302716,0.0029441521959407205
35545,0,35545,2430643,133,50928,Low energy,206.13681995403022,57.34,515.66,6.262938607395096,0.01214548139218718
36666,0,36666,2431764,133,50928,Middle energy,267.27348493691534,57.0,668.0,1.5968719422671311,0.0023905269487353993
36971,0,36971,2432069,133,50928,Low energy,188.40579135809094,57.595,473.405,3.181347984738779,0.006720140203966297
37139,0,37139,2432237,133,50928,Middle energy,238.29552123043686,55.88,601.12,2.0556264252050127,0.0034196607358714572
37576,0,37576,2432674,133,50928,Middle energy,238.54430755134672,57.71,597.29,1.589308025525838,0.002660865053618047
38308,0,38308,2433406,133,50928,Middle energy,423.51937492005527,58.39,1054.61,2.6660645153484888,0.00252800995299086
39006,0,39006,2434104,133,50928,High energy,599.5469806510955,90.21125,1500.7887,1.787691860332785,0.0011911682624582368
41024,0,41024,2436122,133,50928,Middle energy,238.4785213638097,58.195,596.805,1.5927884354176147,0.002668859149962952
41842,0,41842,2436940,133,50928,High energy,1363.5602986533195,57.426876,3396.5732,1.7728652435749708,0.0005219570085197024
42161,0,42161,2437259,133,50928,Middle energy,365.435067714192,57.915,909.085,1.6241228401819974,0.0017865467126714813
42669,0,42669,2437767,133,50928,Middle energy,238.0168968718499,57.655,601.345,1.4614975196699753,0.002430381236671241
44460,0,44460,2439558,133,50928,High energy,2616.3819061368704,57.59,6526.41,2.48634269560735,0.0003809663544532011
44968,0,44968,2440066,133,50928,High energy,2061.650829111226,57.674374,5135.3257,1.8014381190806654,0.00035079335016378167
45030,0,45030,2440128,133,50928,Middle energy,348.8685894375667,46.81,870.19,1.6290794946846165,0.0018720963051298831
45477,0,45477,2440575,133,50928,Middle energy,241.85783876571804,58.196877,604.8031,3.8057047536398994,0.006292468991045095
45862,0,45862,2440960,133,50928,Middle energy,365.7710610078648,59.08875,915.91125,2.7985652015811855,0.0030554982240935955
47201,0,47201,2442299,133,50928,Middle energy,238.32724983710796,58.025,594.975,1.7275343701363306,0.002903541213040164
47706,0,47706,2442804,133,50928,High energy,1689.8125803051516,57.996876,4196.003,2.092086559364976,0.0004985903490880585
53790,0,53790,2448888,133,50928,Middle energy,283.2066429303959,58.475,704.525,6.467563296945947,0.009180033480989593
54569,0,54569,2449667,133,50928,Low energy,204.93436588998884,57.95875,512.04126,2.5600326536008904,0.004999660845841591
55806,0,55806,2450904,133,50928,Middle energy,290.79372714087367,59.165,721.835,4.038288622671842,0.005594475843970776
56457,0,56457,2451555,133,50928,Low energy,201.60307941678911,57.72,505.28,4.563069142583913,0.009030773355039249
56958,0,56958,2452056,133,50928,Low energy,114.66162663139403,58.22,288.78,2.832242927434278,0.009807614654551973
58103,0,58103,2453201,133,50928,Middle energy,238.59314719308168,57.17,596.83,1.9341923379031758,0.003240775879606409
58460,0,58460,2453558,133,50928,Middle energy,238.81939471885562,57.985,597.015,3.685752975987454,0.006173635314149205
59719,0,59719,2454817,133,50928,High energy,706.1520325886086,57.185,1749.815,4.570642733795968,0.0026120720534825843
60283,0,60283,2455381,133,50928,Middle energy,238.20080281607807,56.73,595.27,3.5954276518934725,0.006039994555784939
60376,0,60376,2455474,133,50928,Middle energy,370.0319445403293,57.905,924.095,2.041072022247498,0.002208725344029225
60507,0,60507,2455605,133,50928,Low energy,46.2879887772724,57.56,118.44,4.801708029441387,0.04054126934283618
61162,0,61162,2456260,133,50928,Middle energy,467.915860934183,58.06,1173.94,2.2397321268405928,0.0019078762704989947
61179,0,61179,2456277,133,50928,High energy,581.6014903495088,57.58,1444.42,1.8093092604647092,0.0012526198780316218
65617,1,617,2460715,133,50928,High energy,1872.3432401986793,58.715,4673.285,5.013359651969926,0.0010727699065903877
66377,1,1377,2461475,133,50928,Middle energy,291.9547893255949,58.625,728.375,2.520788567095622,0.0034608389542418647
66596,1,1596,2461694,133,50928,High energy,2612.5566651895642,56.951874,6489.0483,2.662380499079065,0.000410288283328224
67240,1,2240,2462338,133,50928,Low energy,214.12550593633205,56.70375,538.29626,2.5627533411353447,0.004760860344234829
67845,1,2845,2462943,133,50928,Middle energy,238.76484199240804,58.945,604.055,4.496885032997852,0.007444496102897629
68046,1,3046,2463144,133,50928,High energy,1558.752506355755,52.74,3875.26,2.166194820417318,0.0005589805112382758
68427,1,3427,2463525,133,50928,Middle energy,346.2074008816853,47.214375,863.78564,1.922466981998705,0.0022256296810321975
69697,1,4697,2464795,133,50928,High energy,583.3266362370923,31.4,1456.6,2.8337254630609765,0.001945438353570217
72475,1,7475,2467573,133,50928,Low energy,133.60120557062328,58.500626,342.4994,1.5638368031464704,0.004565954963613285
72732,1,7732,2467830,133,50928,Middle energy,234.56123029626906,58.19,586.81,1.6804463692727258,0.00286369760200134
72817,1,7817,2467915,133,50928,High energy,2345.203915020451,56.65,5839.35,3.241527417746506,0.000555117840787285
75134,1,10134,2470232,133,50928,Middle energy,436.28550146892667,58.895,1088.105,1.6715187704600298,0.0015361741604126248
75792,1,10792,2470890,133,50928,Middle energy,247.03431615047157,57.63375,616.3663,3.8574706333944837,0.006258406457184574
75921,1,10921,2471019,133,50928,Middle energy,278.5127519220114,56.970627,696.02936,7.538549134076023,0.010830791930455948
78023,1,13023,2473121,133,50928,Low energy,204.77811283338815,55.585,517.415,1.727071220303563,0.0033378841039464692
80342,1,15342,2475440,133,50928,Middle energy,377.2129881726578,54.97,938.03,2.2910914429593356,0.0024424499745806186
81804,1,16804,2476902,133,50928,High energy,641.2839461378753,56.73,1597.27,1.9842126902124706,0.0012422525090425122
82179,1,17179,2477277,133,50928,High energy,1786.1575783556327,57.388126,4465.612,1.8474495722148645,0.00041370581365789605
82791,1,17791,2477889,133,50928,Low energy,187.61564611364156,56.875,469.125,2.1654964788703768,0.00461603294779619
82853,1,17853,2477951,133,50928,High energy,538.2315325550735,51.47,1341.53,5.7095621548417785,0.00425600768529993
84214,1,19214,2479312,133,50928,Middle energy,409.4252806222066,56.520626,1021.4794,1.6488171659938955,0.0016141462817972955
84862,1,19862,2479960,133,50928,Middle energy,238.80851797480136,57.645,601.355,4.910089103061187,0.008165042736615225
86164,1,21164,2481262,133,50928,Middle energy,274.1766268927604,57.525,693.475,1.881322673015538,0.0027128919253921755
86293,1,21293,2481391,133,50928,Middle energy,332.84518052916974,57.045,831.955,4.653275727915052,0.005593181869514796
86486,1,21486,2481584,133,50928,Low energy,217.6965964389965,58.34,551.66,1.5634577064954533,0.00283409668088188
86996,1,21996,2482094,133,50928,Middle energy,302.89694776106626,57.64,756.36,5.920337828198689,0.007827407543241736
88087,1,23087,2483185,133,50928,Low energy,26.681996826082468,57.705624,71.29437,1.687414233932168,0.023668266814153432
90152,1,25152,2485250,133,50928,Middle energy,238.46256375778466,57.575,593.425,3.1708634470756674,0.005343326473280818
90168,1,25168,2485266,133,50928,Low energy,131.09470745455474,58.1,329.9,1.8021471568665886,0.005462707408458388
91325,1,26325,2486423,133,50928,Middle energy,400.21814694069326,58.11,998.89,1.58363505897046,0.0015853948446532848
91334,1,26334,2486432,133,50928,Middle energy,238.87243513111025,52.720627,601.27936,2.7968796089353494,0.00465154771153964
94143,1,29143,2489241,133,50928,Middle energy,238.3917551068589,57.475,595.525,2.0903050016689737,0.0035100204468383484
95649,1,30649,2490747,133,50928,High energy,1342.4276120187715,57.64,3330.36,6.540672748272946,0.001963953617296419
96840,1,31840,2491938,133,50928,Low energy,224.09488140512258,57.82,561.18,1.5992498241363333,0.0028497983754717745
96853,1,31853,2491951,133,50928,Middle energy,407.4141337098554,57.29375,1012.70624,1.7826748687016885,0.0017603079907271887
97826,1,32826,2492924,133,50928,Middle energy,378.51359590888023,48.73,944.27,1.7908377927663381,0.0018965314399668684
98570,1,33570,2493668,133,50928,Low energy,69.25511825084686,57.415,175.58499,3.0467646774900152,0.017352079048274818
98623,1,33623,2493721,133,50928,Middle energy,348.0438408087939,57.415,870.585,2.291893322124928,0.0026325898637520446
98753,1,33753,2493851,133,50928,High energy,892.3945563556626,56.94,2216.06,1.7252246230569184,0.0007785098634089722
99627,1,34627,2494725,133,50928,Middle energy,267.717363441363,57.82,669.18,2.5782940096118,0.0038529155384753612
100566,1,35566,2495664,133,50928,High energy,497.5279427357018,57.808125,1235.1919,1.6180682686077277,0.0013099731779756259
102111,1,37111,2497209,133,50928,High energy,1111.6988849975169,58.52,2756.48,1.7810390225933315,0.0006461280417714841
103178,1,38178,2498276,133,50928,Middle energy,235.78717662207782,56.715,589.285,2.9178373840911735,0.0049514878462104004
104225,1,39225,2499323,133,50928,Middle energy,230.9833412496373,57.795,587.205,4.361533560572858,0.007427616344444688
104792,1,39792,2499890,133,50928,Middle energy,238.6267414363101,57.48875,598.5112,1.750923417086027,0.002925464582946475
105660,1,40660,2500758,133,50928,Low energy,93.63993264827877,58.595,240.405,1.780723167705045,0.007407180163569729
108571,1,43571,2503669,133,50928,High energy,783.4207991883159,58.054375,1956.9457,3.1422729507277203,0.0016057027012992672
110956,1,45956,2506054,133,50928,Middle energy,312.93319810926914,58.055,785.945,3.9040972067816258,0.0049673923433375825
111228,1,46228,2506326,133,50928,High energy,2112.029665856622,58.17,5244.83,2.9666647940074644,0.0005656360202736238
111515,1,46515,2506613,133,50928,Middle energy,284.50798766408116,58.2925,710.7075,3.9374888888732387,0.005540238177590651
112643,1,47643,2507741,133,50928,Middle energy,259.65764578059316,58.53,646.47,5.252532722411303,0.008124944609503117
112991,1,47991,2508089,133,50928,Middle energy,367.57040925044566,57.59625,916.40375,2.1601399694237147,0.0023571923931972587
113930,1,48930,2509028,133,50928,High energy,1587.0261223660782,58.206875,3936.7932,3.029022312871766,0.0007694136274366402
114153,1,49153,2509251,133,50928,Middle energy,238.25067349988967,57.715,596.285,5.6350488019182245,0.009450261280483473
116400,1,51400,2511498,133,50928,Middle energy,238.9055368071422,57.785,600.215,3.2509652412783536,0.005416334331547832
116484,1,51484,2511582,133,50928,Middle energy,240.72443225979805,58.0125,604.9875,1.667098902285219,0.002755592368951487
117695,1,52695,2512793,133,50928,High energy,2278.1267500845715,58.815,5653.185,2.0250370366988073,0.0003582117046102513
118114,1,53114,2513212,133,50928,Middle energy,467.90650566946715,58.425,1165.575,6.331222235872042,0.00543184480955817
119775,1,54775,2514873,133,50928,High energy,2088.2728866962716,59.49,5217.51,1.780421298457985,0.0003412396670480269
122134,1,57134,2517232,133,50928,Middle energy,230.10835510119796,58.47,575.53,5.546990174860731,0.009638055126303871
122838,1,57838,2517936,133,50928,High energy,2285.5085376389325,51.52,5677.48,1.7376996288197248,0.00030606882700003974
123744,1,58744,2518842,133,50928,Middle energy,357.14991857483983,56.24,890.76,2.013057376232187,0.002259932363967121
123806,1,58806,2518904,133,50928,High energy,614.9647684842348,57.825,1530.175,3.3127594238037545,0.0021649545379757453
125293,1,60293,2520391,133,50928,Low energy,217.40361097361892,57.29875,545.70123,1.7508163274608084,0.0032083789175758612
125667,1,60667,2520765,133,50928,Low energy,172.9490500902757,57.685,443.315,1.9788317260449122,0.004463714795253874
126699,1,61699,2521797,133,50928,Low energy,169.056977763772,56.945,424.055,1.898216267973724,0.004476344611631011
127219,1,62219,2522317,133,50928,Low energy,204.79647322651,56.405,518.595,2.2958604051643667,0.0044270780362041405
127291,1,62291,2522389,133,50928,Low energy,41.930262599140406,56.6875,108.3125,8.510788190584936,0.07857623252286014
127532,1,62532,2522630,133,50928,Middle energy,231.4488891530782,57.09,576.91,2.6099616855425336,0.004524036351064741
127967,1,62967,2523065,133,50928,High energy,717.2478539030999,58.245,1779.755,1.9836771410693679,0.0011145787767718519
128158,1,63158,2523256,133,50928,Middle energy,257.22987591009587,57.209373,644.79065,4.764635143101445,0.007389429672952806
128196,1,63196,2523294,133,50928,High energy,615.686731480062,53.370625,1534.6294,1.8521367516668983,0.001206895134422542
128811,1,63811,2523909,133,50928,Middle energy,237.8878837209195,57.921875,598.0781,2.1696301348098483,0.00362767010031353
129126,1,64126,2524224,133,50928,Middle energy,237.28844930883497,57.24,592.76,1.6347476869544173,0.0027578575802066157
131481,2,1481,2526579,133,50928,Middle energy,257.286085376516,58.235,644.765,2.078406841790214,0.003223510565308863
132670,2,2670,2527768,133,50928,High energy,1619.720246535726,58.0725,4022.9275,3.8051437226473874,0.0009458643521557275
134019,2,4019,2529117,133,50928,Middle energy,241.21123105846345,56.675625,603.3244,3.748131774214325,0.006212465096748539
135746,2,5746,2530844,133,50928,High energy,2175.4630652554333,58.775,5400.225,2.2055328154444513,0.00040841497777478617
136058,2,6058,2531156,133,50928,Middle energy,340.78554633725435,54.255,850.745,2.4062366882751043,0.0028283876927574993
137149,2,7149,2532247,133,50928,Middle energy,401.79301331564784,53.34,1001.66,3.8992819851865064,0.0038928200244291774
138365,2,8365,2533463,133,50928,Middle energy,359.56970038544387,58.735,897.265,4.153886734132308,0.0046294982091178985
138407,2,8407,2533505,133,50928,High energy,985.8207512861118,58.56875,2447.4312,4.957896952085867,0.0020257554072618065
139419,2,9419,2534517,133,50928,High energy,1451.5217884946615,57.34,3608.66,1.7448209077151795,0.0004835093769272875
141311,2,11311,2536409,133,50928,Middle energy,238.67959251906723,57.09,596.91,3.1173947456169264,0.005222554307606538
141406,2,11406,2536504,133,50928,Middle energy,238.63509668409824,57.780624,599.21936,1.8413966973130402,0.0030729926437769385
141901,2,11901,2536999,133,50928,Low energy,210.3069446925074,56.87,528.13,1.6195987157321226,0.0030666667151511974
142139,2,12139,2537237,133,50928,Middle energy,308.7204837873578,56.929375,768.0706,1.5489324700822478,0.0020166536834309618
145943,2,15943,2541041,133,50928,Middle energy,247.99359870422632,57.855,620.145,2.0552311305544713,0.003314113747608926
147012,2,17012,2542110,133,50928,Low energy,72.17523669824004,57.420624,183.57938,2.2096884501839824,0.012036692317198668
147244,2,17244,2542342,133,50928,High energy,472.35806271247566,57.3,1178.7,1.7663521732657341,0.001498559640676853
149246,2,19246,2544344,133,50928,High energy,2103.905744110234,57.26,5226.74,1.662046930746186,0.0003179891949618984
149809,2,19809,2544907,133,50928,Middle energy,238.19275117199868,47.95,593.05,3.1587180944175093,0.00532622568502574
150031,2,20031,2545129,133,50928,Middle energy,299.15306632965803,54.87,756.13,5.6225528009971715,0.007435960435676254
151164,2,21164,2546262,133,50928,High energy,558.3113442352042,57.16875,1401.8313,6.039204598910405,0.004308082333062955
151170,2,21170,2546268,133,50928,High energy,592.7606914425269,58.195,1471.805,1.619637305077928,0.0011004428267351342
151353,2,21353,2546451,133,50928,Low energy,210.69067143835127,58.380627,525.6194,2.406649236361173,0.004578691956015203
151819,2,21819,2546917,133,50928,Low energy,41.544660003855824,57.985,110.015,1.781789830479558,0.016195880847474323
152899,2,22899,2547997,133,50928,Low energy,108.0157756023109,57.62125,272.37875,1.7031638757031053,0.006252924884757628
153723,2,23723,2548821,133,50928,High energy,674.4594601541758,57.78,1675.22,6.1783169229169115,0.00368806306702563
154189,2,24189,2549287,133,50928,High energy,987.9183954875916,58.12375,2455.8762,1.8425945532052053,0.0007502798954422355
157792,2,27792,2552890,133,50928,Low energy,201.0196752185002,58.035,503.965,4.935967483685444,0.009794266492489448
160057,2,30057,2555155,133,50928,Middle energy,248.02696489915252,58.025,621.975,4.65879544517704,0.00749032621355013
160203,2,30203,2555301,133,50928,High energy,844.1030621435493,57.95375,2104.0461,4.925909021439634,0.002341160191105223
160295,2,30295,2555393,133,50928,Middle energy,383.1141867078841,57.68625,957.3137,6.775380409062025,0.007077492202756987
160424,2,30424,2555522,133,50928,High energy,1210.118051844649,56.8175,3006.1826,4.1986389163633895,0.0013966679524009215
162821,2,32821,2557919,133,50928,Low energy,215.8648687535897,57.29,544.71,1.7905027227013195,0.0032870750815649098
163020,2,33020,2558118,133,50928,Middle energy,300.5473900921643,56.89,755.11,4.589978213455961,0.006078555797390701
163279,2,33279,2558377,133,50928,High energy,2229.2035976890475,57.44,5553.56,6.243108200247845,0.0011241632560985424
164300,2,34300,2559398,133,50928,Low energy,220.78228975087404,57.66,551.34,1.6746342884343504,0.003037389270476637
164944,2,34944,2560042,133,50928,Middle energy,286.43494818452746,57.71125,717.28876,5.4481919305857875,0.007595535075049918
165017,2,35017,2560115,133,50928,Middle energy,360.8968186285347,58.45625,901.54376,2.2964221492357586,0.0025472109288046563
165117,2,35117,2560215,133,50928,High energy,2242.9622775139287,58.00875,5564.991,3.0552851237651844,0.0005490188568714472
165322,2,35322,2560420,133,50928,High energy,891.1783439582214,57.935,2212.065,1.6705612829231635,0.0007552044642128766
165342,2,35342,2560440,133,50928,Low energy,221.28651524614543,57.476875,552.52313,4.511103099229178,0.008164550640498203
165986,2,35986,2561084,133,50928,High energy,511.369876886718,57.445,1279.555,4.3158979366987,0.0033729677533514465
166111,2,36111,2561209,133,50928,Low energy,98.76749912276864,57.34,256.66,1.6353592877407777,0.006371695021225657
166186,2,36186,2561284,133,50928,Middle energy,295.5387784698978,54.93375,737.0662,2.6875555226822803,0.0036462876716717245
166868,2,36868,2561966,133,50928,Middle energy,453.1095862556249,56.21,1126.79,1.887365889275537,0.0016749933988030204
168431,2,38431,2563529,133,50928,Middle energy,292.11662729643285,58.27,730.73,2.0897607518565873,0.0028598261887250787
169004,2,39004,2564102,133,50928,Middle energy,386.19048678223044,58.375,960.625,2.0480173339110195,0.002131963389321476
170631,2,40631,2565729,133,50928,Middle energy,268.1379069937393,58.19,673.81,1.9349160188498844,0.002871604825769608
172439,2,42439,2567537,133,50928,Middle energy,422.42175836581737,58.5,1057.5,1.6155494421403511,0.0015277063173161226
173966,2,43966,2569064,133,50928,Middle energy,361.9620790053159,58.125,902.875,2.0098196436496485,0.002226022052129382
174724,2,44724,2569822,133,50928,Low energy,156.35722188837826,47.414375,393.58563,1.705818512291121,0.004334046720355379
174910,2,44910,2570008,133,50928,Low energy,123.83950396534055,57.885,310.115,4.6820695210561345,0.015097849725595046
175127,2,45127,2570225,133,50928,Middle energy,282.448429803364,57.385,708.615,3.6037168312733474,0.005085577986077026
175652,2,45652,2570750,133,50928,High energy,2186.387582875788,58.265,5425.735,2.9526487049766645,0.0005441933240239577
176257,2,46257,2571355,133,50928,Middle energy,239.11119545716792,58.109375,597.8906,3.3799544075142496,0.005653131660507469
176271,2,46271,2571369,133,50928,Low energy,22.384042471647263,53.23,60.77,3.43469067020601,0.0565195099042792
176405,2,46405,2571503,133,50928,High energy,799.1656745681539,58.02,1985.98,1.6642115250172407,0.0008379800060681447
176502,2,46502,2571600,133,50928,Middle energy,249.27303641475737,57.96,621.04,4.364447273137898,0.007027643087072077
176856,2,46856,2571954,133,50928,Middle energy,300.0430720169097,58.285,748.715,1.5917835908188096,0.0021260206091249104
178315,2,48315,2573413,133,50928,Middle energy,235.74088895134628,58.68,588.32,3.1444554377507234,0.005344804485868654
178928,2,48928,2574026,133,50928,Middle energy,232.51748486142606,57.87875,588.1213,1.7076761439160597,0.0029036122268777794
182232,2,52232,2577330,133,50928,Middle energy,338.42307241726667,57.925,845.075,1.6968721224655035,0.002007954455968926
184288,2,54288,2579386,133,50928,Middle energy,387.22775010671467,46.505,967.495,3.114478286968965,0.003219115651616838
184621,2,54621,2579719,133,50928,High energy,504.62690696306527,59.476875,1262.5231,1.64489396979717,0.0013028625226311505
185015,2,55015,2580113,133,50928,Middle energy,239.06693978141993,57.435,597.565,3.4301275486491587,0.005740174756056633
185509,2,55509,2580607,133,50928,Middle energy,242.11842796951532,58.586876,602.41315,1.9117011199127958,0.003173405411410176
185930,2,55930,2581028,133,50928,Middle energy,262.0477654337883,52.31,655.69,2.2964973328967497,0.0035024132442929294
186085,2,56085,2581183,133,50928,Middle energy,298.0225097136572,58.685,743.315,1.7134103419793771,0.00230509318359441
186691,2,56691,2581789,133,50928,Middle energy,338.14783968776464,58.000626,845.9994,5.331169364865026,0.006301623173442391
188762,2,58762,2583860,133,50928,Middle energy,238.75286653544754,57.825,597.175,1.6138076093514313,0.002702403218729442
188926,2,58926,2584024,133,50928,Middle energy,233.414661122486,56.835,582.165,3.5605863281208108,0.006116112256385646
190410,2,60410,2585508,133,50928,High energy,1131.5149268396199,42.048126,2822.952,1.9101262842745477,0.0006766414542928493
191079,2,61079,2586177,133,50928,Low energy,142.27371905278414,57.025,354.975,6.922021019904688,0.0195000236601804
191640,2,61640,2586738,133,50928,Middle energy,316.6897689308971,56.688126,797.3119,1.9398472676670637,0.0024329842383289148
191845,2,61845,2586943,133,50928,Low energy,20.536222085356712,56.725,58.275,3.065840015395834,0.052609865797450625
192174,2,62174,2587272,133,50928,Middle energy,277.38257105182856,56.7,692.3,1.64012194668585,0.002369091399409269
193500,2,63500,2588598,133,50928,Middle energy,237.90470702946186,55.851875,597.14813,6.528678650529147,0.010933097366020656
194182,2,64182,2589280,133,50928,Low energy,23.409084568731487,57.24,62.76,2.1685017869494176,0.03455229145387575
196019,3,1019,2591117,133,50928,Middle energy,238.04367079772055,59.18,595.82,1.8186808406095043,0.0030523997730946845
196604,3,1604,2591702,133,50928,Middle energy,376.4766103224829,0.144375,278.85562,1.5264003603266565,0.0054738015384747
196832,3,1832,2591930,133,50928,High energy,2305.449947900139,53.269375,5725.7305,2.255318280614739,0.000393891805079818
199418,3,4418,2594516,133,50928,Middle energy,238.9423448536545,59.375,596.625,2.4928648178350947,0.004178277539463344
199950,3,4950,2595048,133,50928,High energy,2056.5726393051445,56.615623,5128.3843,1.9729493903487054,0.00038471168726082056
200211,3,5211,2595309,133,50928,Middle energy,358.721034290269,58.85,892.15,1.8513508581579905,0.0020751564029975154
200780,3,5780,2595878,133,50928,High energy,568.0176438950002,58.24,1419.76,2.2433011389474258,0.0015800565741872978
201310,3,6310,2596408,133,50928,Middle energy,286.33213749248534,58.0,721.0,2.028777341158955,0.002813838229659986
201572,3,6572,2596670,133,50928,Middle energy,447.5860621230677,58.575,1118.425,3.1311938617723087,0.002799645683783599
202448,3,7448,2597546,133,50928,Middle energy,252.14330373052508,58.5475,630.4525,1.7446820985498683,0.002767348909802339
203062,3,8062,2598160,133,50928,High energy,725.8326414776966,58.46,1807.54,1.7995555006725517,0.000995582649531903
206387,3,11387,2601485,133,50928,Middle energy,406.84889354370534,58.085,1012.915,2.669789317530662,0.0026357486877210483
207399,3,12399,2602497,133,50928,Middle energy,237.62276601605117,56.721874,592.27814,1.8648344221071163,0.0031485788776282222
207457,3,12457,2602555,133,50928,High energy,630.5244771940634,56.886875,1568.1132,1.5758354678947366,0.0010049245858400715
208949,3,13949,2604047,133,50928,High energy,491.1450265394524,57.85,1225.15,4.531831859193623,0.0036990015523849784
209698,3,14698,2604796,133,50928,Low energy,216.16941209882498,56.715,547.285,2.1826073856743045,0.003988063843863802
210222,3,15222,2605320,133,50928,Low energy,137.21424532402307,57.55625,345.44376,4.86432725949872,0.01408138700912077
212477,3,17477,2607575,133,50928,Middle energy,238.49033725820482,57.1225,597.8775,1.696870280841139,0.0028381571150964103
215758,3,20758,2610856,133,50928,High energy,590.1130772940814,57.32,1474.68,2.6622546835342584,0.0018053100269077315
215956,3,20956,2611054,133,50928,Low energy,205.89176986552775,57.525,513.475,4.752828105454933,0.0092562021320009
216203,3,21203,2611301,133,50928,Middle energy,334.1820123568177,56.905,844.095,1.9662082799137761,0.002329368549008621
216219,3,21219,2611317,133,50928,Low energy,125.6868966575712,58.535,324.465,1.6458356540068098,0.00507245978756753
